Edad,Experiencia_Anios,Horas_Trabajo_Semanal,Nivel_Educacion,Num_Proyectos,Certificaciones,Genero,Ciudad,Salario
22,10,43.1,3,3,7,F,Barranquilla,6316.66
29,7,27.7,5,21,7,M,Bogotá,9453.95
33,28,36.4,4,8,1,M,Cali,6770.23
43,29,33.2,4,11,2,M,Medellín,8306.24
43,9,47.1,2,15,1,M,Cali,6767.54
65,38,43.7,4,0,0,M,Cali,10157.84
38,27,30.1,2,7,1,F,Barranquilla,7608.09
56,35,38.4,2,0,9,M,Barranquilla,8294.15
53,12,33.8,4,19,5,M,Medellín,10863.86
50,31,47.6,1,18,0,F,Bogotá,8602.71
47,35,50.2,5,3,5,F,Bogotá,9180.29
54,36,28.5,1,13,0,F,Barranquilla,8154.37
40,25,46.6,4,22,1,F,Medellín,10827.07
27,21,33.4,2,13,7,M,Cali,7409.02
22,3,38.0,2,8,5,F,Medellín,4991.09
53,30,40.3,2,8,8,M,Medellín,10834.55
51,17,54.5,3,16,0,F,Medellín,8609.64
69,37,32.0,2,14,4,F,Bogotá,9767.67
48,23,46.7,3,9,6,M,Cali,8935.53
27,22,30.6,1,16,8,M,Medellín,8642.42
36,21,30.1,1,8,8,F,Bogotá,7436.74
49,1,40.2,1,3,3,M,Bogotá,5947.86
18,30,40.2,2,13,3,F,Barranquilla,8192.14
22,10,17.3,4,2,3,F,Cali,6480.47
62,27,49.3,4,24,2,M,Medellín,11296.15
21,31,22.9,2,20,7,M,Cali,9618.62
33,4,38.8,3,11,4,M,Barranquilla,7561.36
41,37,50.6,4,21,6,F,Barranquilla,12695.14
33,9,57.7,2,0,9,M,Medellín,5403.64
19,39,37.1,2,0,5,M,Bogotá,7636.08
66,23,28.5,3,12,8,F,Barranquilla,11597.27
45,34,50.3,1,13,2,M,Bogotá,8202.57
49,22,46.9,1,15,5,M,Barranquilla,8851.75
44,16,36.1,2,6,2,M,Cali,7539.31
37,0,35.1,3,9,1,M,Medellín,4844.99
41,30,34.3,1,14,2,F,Barranquilla,7720.88
29,30,37.2,2,7,1,M,Cali,5965.49
67,33,42.5,2,10,1,F,Barranquilla,8936.07
52,8,35.5,1,23,9,F,Medellín,9340.37
50,21,36.5,2,13,6,M,Cali,9252.26
50,12,45.1,4,12,9,F,Bogotá,10885.52
68,24,28.1,1,22,2,M,Barranquilla,9132.31
60,17,37.0,3,12,7,F,Barranquilla,8332.9
54,11,26.6,2,8,1,M,Cali,5584.25
29,39,40.9,3,16,6,F,Medellín,9968.68
20,16,24.5,3,17,2,F,Barranquilla,7753.65
18,14,47.1,2,18,8,F,Cali,10416.48
50,14,29.5,4,12,6,F,Medellín,8894.87
57,14,25.8,3,11,8,F,Barranquilla,9951.24
27,38,37.1,4,20,1,F,Cali,10280.26
60,12,53.7,2,19,5,M,Medellín,8116.25
61,16,45.7,5,19,4,F,Barranquilla,9917.39
46,31,24.6,4,7,1,M,Barranquilla,7955.73
30,8,29.3,5,23,3,F,Medellín,9091.7
29,39,36.8,3,10,3,M,Medellín,9521.44
48,19,57.9,3,6,7,F,Cali,8181.67
63,25,32.5,4,0,6,F,Barranquilla,9394.99
19,26,32.6,4,9,4,F,Barranquilla,9261.77
68,20,52.2,5,14,8,F,Cali,11152.32
67,17,41.6,2,3,0,F,Barranquilla,7253.51
52,12,48.4,4,0,3,F,Barranquilla,5532.21
40,15,34.2,2,10,4,F,Barranquilla,5326.41
34,8,39.2,3,4,7,F,Bogotá,7624.23
43,11,50.5,2,18,2,M,Medellín,7434.97
25,37,38.8,2,18,4,M,Bogotá,11389.93
46,18,49.0,4,3,2,F,Bogotá,7510.72
43,6,43.1,1,1,6,M,Medellín,4721.28
27,34,31.7,3,6,9,F,Bogotá,10739.85
43,17,39.9,3,12,2,M,Cali,8398.13
51,15,47.9,1,19,6,F,Bogotá,9912.52
68,38,45.4,2,20,1,M,Cali,10051.78
58,3,39.7,3,11,6,M,Medellín,8097.06
24,24,24.9,2,1,8,F,Barranquilla,6413.03
21,31,25.6,4,21,4,M,Medellín,8812.3
67,39,27.3,5,8,5,F,Medellín,11758.45
62,12,35.9,2,15,9,F,Bogotá,8783.03
28,16,37.0,2,7,2,M,Medellín,5478.36
46,36,28.2,3,23,9,F,Medellín,10902.49
53,5,48.2,3,17,4,M,Cali,8434.18
42,18,29.9,2,3,4,M,Barranquilla,6649.81
38,12,29.0,1,23,2,M,Bogotá,7118.23
53,25,40.7,3,10,7,M,Barranquilla,8996.14
27,13,47.8,5,16,5,M,Barranquilla,9964.86
54,30,56.4,2,7,2,M,Barranquilla,6350.2
26,3,44.7,2,18,0,F,Bogotá,6725.28
41,38,52.6,5,7,9,M,Medellín,11866.17
52,7,30.3,3,5,0,M,Barranquilla,4930.19
66,24,57.3,3,22,9,M,Bogotá,10322.05
52,12,25.1,3,1,1,F,Medellín,6427.35
65,31,36.0,5,14,9,F,Barranquilla,11185.95
53,37,44.5,3,0,4,F,Cali,10011.21
35,37,27.2,4,5,6,M,Bogotá,11237.45
66,27,32.6,3,18,0,M,Barranquilla,9800.41
56,29,31.3,3,3,0,M,Bogotá,7468.37
49,2,37.5,2,12,3,F,Cali,6312.28
41,27,51.4,2,14,9,F,Bogotá,8571.25
40,2,40.1,4,8,5,F,Medellín,6992.92
49,33,36.3,2,2,8,M,Barranquilla,8382.56
54,15,16.9,3,1,0,M,Bogotá,5414.56
29,21,43.7,2,15,9,F,Bogotá,9473.93
66,31,46.3,4,17,4,M,Barranquilla,11269.55
30,37,26.4,1,17,8,F,Cali,10374.95
40,7,39.5,4,5,7,F,Cali,7297.65
42,7,41.5,3,17,6,F,Barranquilla,8954.6
52,5,47.7,2,10,9,M,Barranquilla,7921.86
58,13,34.2,3,6,1,F,Medellín,7400.12
47,31,33.0,2,22,8,F,Bogotá,10827.83
34,34,36.3,2,22,7,M,Bogotá,12076.93
66,9,50.3,2,13,9,M,Cali,7031.17
37,2,48.4,1,17,9,F,Medellín,8151.49
65,11,39.8,5,6,8,M,Bogotá,10107.17
42,30,48.2,1,9,8,M,Medellín,7839.59
39,28,21.1,3,7,8,M,Barranquilla,10431.47
30,4,46.3,2,23,2,M,Bogotá,7442.38
36,24,31.0,3,13,6,F,Barranquilla,8945.25
66,30,54.1,2,17,0,M,Cali,9698.54
53,20,31.5,3,4,8,F,Cali,9187.5
29,19,33.2,3,13,8,M,Barranquilla,9008.77
58,38,44.5,3,21,2,M,Cali,11158.04
36,21,45.3,1,24,4,F,Barranquilla,9609.77
29,3,36.4,3,21,7,M,Barranquilla,9206.08
26,12,43.0,2,21,5,M,Barranquilla,8544.26
24,19,44.0,1,9,9,F,Cali,6421.91
45,12,43.1,2,14,9,F,Cali,7896.66
31,16,36.8,2,5,8,F,Cali,8174.73
48,35,44.0,3,8,2,M,Barranquilla,8797.55
69,32,51.3,3,9,6,M,Medellín,9855.61
36,0,30.2,2,22,5,M,Cali,7844.97
64,14,33.3,2,16,4,F,Medellín,8692.27
33,12,40.2,1,0,3,M,Cali,4813.49
22,16,31.6,3,13,4,F,Bogotá,8258.84
52,23,25.6,3,3,3,F,Bogotá,6469.59
29,7,48.7,2,1,2,F,Bogotá,3649.55
42,26,22.2,3,2,6,F,Medellín,9105.07
69,22,36.8,3,6,5,F,Cali,7858.76
38,7,46.1,3,22,3,M,Barranquilla,7261.06
53,7,42.1,3,13,8,F,Medellín,8415.57
40,25,36.9,3,11,0,F,Cali,7849.82
33,12,31.2,3,18,0,F,Bogotá,7030.3
56,38,42.8,2,17,8,F,Medellín,11039.25
62,36,32.1,1,14,6,M,Cali,8654.4
59,27,42.1,2,0,1,M,Barranquilla,7537.52
56,24,41.1,3,24,9,M,Medellín,10392.8
31,15,41.2,4,2,4,F,Barranquilla,7151.01
48,1,34.9,2,24,3,M,Medellín,7970.63
22,17,56.3,2,14,0,M,Bogotá,7453.62
52,16,42.9,4,3,8,F,Bogotá,8865.38
40,29,37.8,4,14,5,F,Bogotá,9196.36
46,38,42.1,4,9,5,F,Barranquilla,10072.52
60,12,33.8,3,5,3,F,Bogotá,6603.82
28,31,36.9,4,12,1,F,Barranquilla,7615.08
35,28,59.1,1,6,7,M,Barranquilla,8469.96
64,29,33.9,1,21,7,M,Barranquilla,9743.17
29,17,39.4,1,0,2,M,Bogotá,5194.98
26,12,36.4,3,21,6,M,Cali,8787.11
27,20,31.7,1,10,6,M,Barranquilla,6241.81
61,29,43.4,3,13,4,F,Cali,8893.85
34,20,40.3,3,5,4,M,Barranquilla,7186.45
55,16,47.3,2,4,7,M,Bogotá,6693.7
24,39,46.5,4,18,3,M,Bogotá,11468.52
63,18,47.2,2,18,0,M,Bogotá,9458.96
30,14,32.7,2,12,0,M,Medellín,6926.92
57,8,45.1,4,6,8,F,Bogotá,8840.76
59,9,45.3,1,7,3,F,Cali,6363.52
26,30,31.8,3,13,0,M,Barranquilla,7248.71
67,22,37.5,4,18,1,F,Cali,10519.55
44,29,28.4,4,18,9,M,Medellín,12402.67
19,32,45.4,4,22,6,M,Cali,10784.46
22,8,45.3,2,11,1,F,Barranquilla,5860.44
46,0,51.4,3,22,0,F,Barranquilla,6914.73
54,34,38.2,1,8,9,F,Bogotá,9138.01
55,10,43.6,2,13,8,M,Medellín,7482.96
36,33,47.9,1,5,4,M,Medellín,7427.09
25,15,34.0,2,14,3,M,Cali,7461.15
65,8,32.8,4,12,3,F,Bogotá,8557.13
62,31,34.2,2,6,0,F,Bogotá,7963.55
18,14,37.2,3,10,2,M,Bogotá,4774.97
39,11,33.0,2,9,0,F,Barranquilla,5968.41
69,32,34.6,3,0,4,F,Medellín,9094.52
34,13,47.0,5,6,4,M,Cali,8107.99
24,7,39.2,2,17,8,F,Cali,8796.33
42,7,42.5,3,22,7,F,Cali,9207.75
62,26,35.6,2,2,4,M,Bogotá,8021.73
21,11,35.1,1,8,4,M,Medellín,4889.33
53,0,42.3,3,4,6,M,Medellín,7108.48
23,39,41.0,4,22,1,F,Barranquilla,11279.42
48,10,46.2,1,23,6,M,Barranquilla,8082.13
36,38,50.4,1,12,0,F,Barranquilla,6992.43
61,30,34.5,2,15,4,M,Cali,9181.84
56,16,46.9,4,15,5,M,Cali,8884.97
44,32,31.4,3,11,9,M,Medellín,10730.11
27,31,56.6,3,17,0,F,Barranquilla,8652.89
43,28,33.7,3,10,8,M,Cali,10195.23
36,20,45.5,4,16,8,M,Barranquilla,8951.46
56,20,31.3,4,6,0,F,Barranquilla,7026.87
20,39,38.8,4,14,3,F,Medellín,9370.94
62,22,52.4,4,5,7,M,Medellín,9816.51
30,5,33.5,3,5,1,M,Cali,3791.41
67,21,57.6,3,17,7,M,Medellín,10439.25
45,37,40.0,4,18,9,F,Barranquilla,11853.45
37,36,47.8,4,19,8,F,Medellín,12191.25
45,7,43.2,1,18,8,M,Barranquilla,8133.33
25,34,43.7,1,1,0,M,Barranquilla,5356.9
58,10,28.6,5,2,8,M,Cali,6712.0
56,23,36.2,2,13,3,M,Cali,7826.47
18,20,49.6,4,21,7,F,Cali,9200.57
20,1,37.2,2,24,8,F,Barranquilla,7151.24
30,39,41.1,1,3,2,F,Medellín,6658.65
45,18,27.6,1,21,5,M,Cali,9153.12
66,38,35.7,2,16,2,M,Cali,9030.14
42,27,49.0,2,5,0,F,Medellín,5561.01
50,16,29.7,3,18,9,M,Medellín,9471.91
55,5,45.7,3,8,5,F,Cali,7197.77
23,18,41.4,5,3,4,M,Barranquilla,7519.81
61,37,38.1,2,6,2,M,Barranquilla,8148.84
62,27,37.8,3,3,3,M,Cali,8041.26
49,1,36.1,3,10,1,F,Medellín,6418.91
62,37,36.8,3,21,9,M,Barranquilla,11684.38
64,36,47.4,3,22,9,M,Medellín,13432.73
38,3,36.5,1,1,3,F,Bogotá,4311.05
33,21,54.5,1,9,3,M,Medellín,7786.03
38,25,42.4,1,5,2,M,Medellín,6796.83
28,35,35.4,1,7,5,F,Bogotá,6862.79
54,12,47.8,3,14,0,M,Barranquilla,6143.03
53,31,45.0,2,12,8,F,Barranquilla,10871.99
52,16,26.8,4,21,9,M,Barranquilla,10072.05
36,35,31.7,4,1,2,M,Cali,8117.78
37,18,39.1,5,19,2,F,Bogotá,9149.32
35,34,27.3,4,0,2,M,Medellín,8978.43
64,39,56.7,2,14,6,F,Bogotá,10890.76
58,27,46.6,3,6,7,M,Bogotá,8324.77
66,0,39.9,2,23,1,F,Bogotá,7497.45
31,17,37.3,4,17,0,M,Bogotá,9134.23
32,39,35.2,4,9,4,M,Bogotá,9131.96
48,32,24.3,4,14,7,M,Bogotá,9455.14
18,11,26.1,2,4,2,M,Cali,5685.65
20,7,55.2,4,23,5,M,Bogotá,8364.85
33,23,52.6,1,10,2,F,Bogotá,5694.01
40,15,35.4,1,7,5,M,Barranquilla,5814.81
28,3,47.3,4,20,3,F,Bogotá,8327.28
29,37,44.1,2,7,6,F,Bogotá,9195.97
27,26,45.0,5,5,9,M,Barranquilla,10105.15
49,8,28.6,1,14,0,M,Barranquilla,5111.2
33,15,25.5,4,14,0,M,Barranquilla,8264.98
25,11,49.5,3,4,4,F,Medellín,7074.4
55,30,24.2,4,12,8,M,Bogotá,11024.09
29,23,38.8,4,13,4,M,Bogotá,8123.28
41,13,37.1,4,10,3,M,Bogotá,7400.64
45,24,36.3,2,19,7,M,Barranquilla,9994.76
25,33,42.5,4,20,4,M,Cali,11039.4
45,2,34.6,2,11,0,M,Bogotá,4787.49
53,23,43.2,1,19,6,F,Barranquilla,10667.02
43,8,41.1,2,0,3,M,Barranquilla,5295.84
25,25,56.8,4,2,9,F,Barranquilla,9750.75
67,19,28.9,3,7,4,F,Medellín,7249.95
45,39,40.2,4,22,5,M,Barranquilla,12128.32
45,9,43.5,3,11,6,M,Cali,6980.49
54,18,37.9,2,14,1,F,Medellín,7835.39
58,2,29.3,4,22,0,M,Barranquilla,8535.44
53,23,50.1,1,2,2,M,Cali,6946.83
44,4,42.7,4,24,9,M,Cali,9626.32
34,2,29.9,2,21,0,M,Bogotá,4999.27
26,26,43.5,3,7,3,F,Barranquilla,8056.5
50,15,53.6,2,23,5,F,Barranquilla,9171.14
37,14,39.7,2,18,4,F,Bogotá,7757.22
30,34,40.0,2,19,3,M,Cali,8688.3
45,11,52.5,2,5,6,F,Barranquilla,7025.52
65,25,32.2,2,17,5,F,Bogotá,9620.29
46,33,53.8,2,10,2,F,Bogotá,9517.01
30,22,47.8,3,11,8,M,Cali,7509.76
63,30,32.6,4,22,4,M,Cali,10321.77
52,19,34.7,3,1,9,M,Barranquilla,8604.44
23,11,35.8,4,4,0,M,Barranquilla,4186.72
35,22,25.3,3,3,5,M,Medellín,6772.23
68,3,42.1,3,8,4,F,Cali,9207.17
22,22,33.0,3,12,9,F,Medellín,8798.82
64,0,42.4,2,12,7,M,Medellín,8111.53
42,24,29.7,3,14,3,M,Bogotá,7326.11
19,1,47.4,1,1,0,F,Bogotá,3922.07
27,29,45.9,4,22,1,F,Barranquilla,9697.68
47,2,34.4,4,12,7,M,Cali,8398.46
67,20,42.9,2,6,9,M,Cali,9359.94
62,24,40.7,4,22,7,M,Medellín,11184.92
22,19,51.9,1,16,4,F,Medellín,7933.89
50,21,31.7,2,7,5,F,Barranquilla,6824.94
18,20,38.8,1,17,1,M,Bogotá,6891.08
35,32,34.9,4,14,8,M,Cali,11130.52
49,37,40.4,4,14,5,F,Cali,10515.45
64,14,44.3,4,4,8,F,Cali,8170.3
66,14,34.8,1,1,9,F,Cali,6823.04
28,24,37.1,3,15,2,M,Bogotá,9224.65
38,20,47.7,3,4,5,M,Barranquilla,8470.97
43,23,50.9,2,22,9,M,Barranquilla,11203.14
42,4,43.9,3,5,4,M,Bogotá,7634.77
39,5,38.9,1,11,8,F,Barranquilla,6883.54
44,22,38.1,2,4,9,F,Barranquilla,8352.22
66,3,44.4,3,19,0,M,Medellín,6241.63
30,26,41.8,3,7,8,M,Bogotá,8168.99
50,17,26.8,1,10,4,M,Barranquilla,7421.18
51,20,44.6,2,13,0,M,Medellín,8298.58
58,27,33.1,2,23,9,M,Bogotá,10132.29
52,34,28.7,2,16,7,M,Bogotá,10196.03
18,21,26.7,2,9,6,M,Cali,9038.03
38,39,38.3,2,1,5,M,Medellín,8194.33
65,22,31.9,3,2,1,M,Medellín,8459.37
23,2,21.4,2,12,4,M,Medellín,6073.83
45,39,37.1,4,16,2,F,Bogotá,11070.59
34,9,36.1,3,2,1,F,Cali,4823.92
22,24,38.8,1,9,9,F,Bogotá,6644.84
48,7,35.0,1,7,0,F,Barranquilla,5702.93
22,10,54.6,4,3,8,M,Barranquilla,7874.68
55,4,44.1,1,12,1,F,Barranquilla,6044.95
20,36,36.0,1,6,0,F,Cali,5578.32
40,37,39.5,1,6,6,F,Bogotá,8187.09
54,28,51.3,3,15,8,F,Medellín,10266.16
54,4,47.7,3,4,5,F,Barranquilla,6450.5
27,8,28.8,5,16,7,M,Barranquilla,9249.78
27,1,32.2,4,9,6,F,Bogotá,7582.98
36,0,33.7,2,3,8,F,Medellín,6094.36
34,39,36.5,2,22,6,M,Cali,11013.07
38,29,35.2,2,13,5,F,Barranquilla,8948.81
31,10,40.3,2,4,0,M,Barranquilla,5019.68
26,27,45.9,1,1,8,F,Barranquilla,6553.97
63,11,47.2,1,13,9,M,Medellín,8560.48
18,38,37.4,1,23,4,M,Barranquilla,10208.82
68,25,26.9,2,17,1,M,Medellín,8751.26
62,12,31.7,2,23,7,F,Barranquilla,8909.21
30,7,35.8,5,10,3,F,Barranquilla,6690.48
21,27,30.0,3,15,2,M,Medellín,7571.97
18,29,49.1,5,17,0,M,Medellín,8631.51
66,8,30.6,2,15,4,M,Cali,10161.97
57,38,44.9,3,20,2,M,Bogotá,10236.32
49,30,26.5,2,3,3,M,Barranquilla,7451.76
51,20,45.3,2,0,8,M,Barranquilla,7585.08
45,33,38.9,1,13,6,M,Bogotá,10239.15
48,30,52.1,4,11,4,M,Bogotá,10345.0
25,24,30.9,5,23,7,M,Bogotá,11508.1
56,11,35.5,1,9,5,M,Barranquilla,7032.01
43,0,37.0,2,18,9,F,Barranquilla,8310.07
51,21,38.8,2,3,1,M,Barranquilla,6854.8
20,39,37.2,2,19,6,F,Medellín,9656.07
67,36,37.4,2,20,0,M,Cali,9282.11
29,0,37.3,1,2,2,F,Cali,3971.41
18,0,23.4,3,24,0,M,Bogotá,6251.46
61,20,47.9,2,3,0,F,Bogotá,6850.99
22,14,62.9,2,14,4,M,Barranquilla,6730.09
47,16,42.4,1,10,5,M,Cali,6111.99
47,21,30.9,2,15,2,M,Cali,6995.04
34,37,31.7,5,3,2,F,Medellín,8986.4
65,34,44.9,2,5,2,M,Barranquilla,7226.05
64,15,43.1,4,7,0,M,Barranquilla,9346.23
40,7,37.7,4,12,4,M,Cali,9427.29
32,16,46.0,5,22,0,F,Cali,10118.39
54,16,23.5,4,19,9,F,Medellín,10266.97
38,25,46.0,3,3,9,M,Medellín,8413.12
31,12,41.9,4,4,2,M,Barranquilla,6980.73
19,16,32.0,1,9,5,F,Medellín,6792.3
28,37,28.5,3,4,5,F,Cali,8804.51
68,16,41.0,5,11,2,M,Barranquilla,8266.62
56,13,51.3,4,0,8,M,Cali,8157.57
55,5,38.2,5,23,7,M,Barranquilla,10934.61
51,34,33.2,4,9,2,F,Barranquilla,7583.77
55,13,41.5,4,4,4,F,Cali,6933.25
67,7,54.6,3,18,4,M,Barranquilla,9434.7
51,14,43.5,4,18,4,F,Barranquilla,9257.79
35,26,44.3,3,19,2,F,Medellín,9050.6
47,12,49.8,4,11,4,M,Cali,9388.75
32,30,43.8,4,22,4,M,Cali,10753.95
44,34,33.8,4,15,3,M,Medellín,9848.24
68,5,26.0,3,4,3,F,Barranquilla,6323.14
51,4,32.6,2,16,1,F,Bogotá,6483.48
69,21,31.2,1,13,8,M,Bogotá,8365.37
55,22,45.3,4,11,6,F,Cali,9656.48
50,24,46.4,3,12,0,F,Medellín,7394.08
41,33,41.4,2,20,4,F,Barranquilla,9719.34
32,25,29.9,1,13,1,F,Medellín,6595.63
47,4,54.3,4,4,9,M,Barranquilla,8274.58
59,25,36.7,4,21,5,F,Cali,12257.12
68,19,44.8,4,22,6,M,Cali,11439.65
34,5,40.4,3,4,1,F,Bogotá,5618.52
22,5,41.7,2,17,5,M,Medellín,7302.57
46,17,44.5,2,13,2,F,Cali,6947.25
21,3,34.4,1,17,8,M,Medellín,7482.57
27,16,50.4,4,19,3,M,Cali,9416.12
34,13,27.4,1,0,2,F,Barranquilla,4665.01
27,13,31.7,3,6,2,F,Barranquilla,6594.48
34,12,50.3,3,16,1,M,Bogotá,7946.62
37,6,44.7,3,2,8,F,Cali,7179.07
41,14,60.3,4,9,7,M,Bogotá,9824.91
22,18,40.5,1,6,4,M,Bogotá,5511.0
51,34,53.6,4,11,8,M,Cali,12267.97
23,16,25.1,1,21,1,M,Cali,5669.37
19,34,28.7,1,14,5,F,Barranquilla,8835.01
30,18,47.2,2,22,6,F,Bogotá,9372.21
60,19,26.1,1,20,5,F,Barranquilla,8041.17
60,35,38.4,4,15,2,F,Medellín,11399.28
65,34,49.3,3,7,9,F,Medellín,9273.69
28,31,44.0,1,5,9,M,Bogotá,9540.18
68,39,40.1,1,3,9,F,Bogotá,11386.95
64,23,36.4,3,10,8,F,Cali,9655.44
40,16,41.6,4,16,7,F,Cali,8901.83
33,6,44.6,2,1,7,M,Bogotá,5531.81
48,0,34.7,3,5,7,F,Bogotá,7500.59
28,34,43.0,4,3,8,F,Medellín,9267.1
33,31,48.6,3,2,0,F,Barranquilla,4925.61
25,35,38.2,2,6,7,F,Medellín,8924.74
21,12,40.5,3,6,1,F,Medellín,6727.57
57,5,43.9,3,15,3,M,Barranquilla,8294.95
21,13,44.4,3,1,0,F,Bogotá,5889.66
42,36,47.0,3,7,5,F,Bogotá,10758.62
20,14,31.9,5,14,9,F,Medellín,9409.33
49,3,35.8,2,15,0,M,Medellín,7676.66
20,39,36.1,5,0,4,F,Barranquilla,8838.0
44,15,32.8,3,9,8,F,Cali,9373.32
46,27,25.6,3,6,0,M,Cali,7300.07
49,15,14.0,1,15,8,F,Bogotá,9665.64
67,3,49.6,2,9,3,M,Cali,7357.33
68,25,27.6,4,11,2,F,Bogotá,9257.06
36,27,52.5,3,16,7,M,Bogotá,9207.83
38,31,45.9,1,12,5,M,Bogotá,8723.47
22,1,36.8,3,11,6,M,Barranquilla,6046.58
35,30,44.9,1,14,8,M,Medellín,9581.3
45,2,43.4,5,13,4,F,Cali,8823.17
59,7,31.2,4,18,1,M,Barranquilla,9195.29
39,23,39.9,1,18,2,M,Cali,8403.67
38,14,32.2,4,13,2,F,Barranquilla,8077.05
23,30,45.2,4,17,3,F,Cali,10852.66
18,8,34.3,2,4,9,M,Cali,7536.87
22,38,39.2,3,19,6,M,Medellín,9815.83
58,1,38.9,2,5,9,F,Cali,8423.16
29,7,41.0,3,17,5,M,Barranquilla,8923.24
43,6,53.3,2,13,2,F,Cali,6132.01
63,38,38.1,2,3,6,F,Medellín,7743.19
51,15,49.7,2,22,3,M,Cali,9924.08
66,34,43.8,1,0,9,F,Barranquilla,8992.0
31,29,51.3,4,12,7,F,Cali,9840.22
43,9,37.3,2,10,6,M,Medellín,7505.64
62,37,45.6,2,2,6,F,Medellín,10083.02
44,17,39.5,4,16,8,F,Medellín,8447.24
26,4,16.1,3,17,7,M,Medellín,7752.45
43,28,31.3,3,24,0,F,Bogotá,9710.42
64,38,44.7,5,9,6,F,Medellín,12787.66
39,33,44.1,4,15,2,M,Cali,10639.33
64,22,29.6,2,20,3,F,Cali,9959.38
47,4,41.8,3,12,5,F,Cali,7206.91
60,29,44.0,5,19,4,F,Cali,12095.66
65,5,39.7,2,11,7,F,Bogotá,7452.38
34,3,45.8,2,3,1,M,Bogotá,4750.01
43,28,44.7,2,7,4,F,Bogotá,8584.61
53,22,39.7,1,11,4,M,Cali,7868.81
18,5,35.9,3,18,2,F,Barranquilla,7201.49
25,31,48.3,4,14,9,M,Barranquilla,11859.94
66,17,43.7,5,15,4,F,Cali,9973.53
52,14,28.9,4,11,3,M,Medellín,7443.42
69,39,41.8,2,19,4,M,Medellín,10326.59
32,31,30.8,1,17,9,F,Cali,8682.42
64,8,32.3,5,21,8,F,Medellín,12130.45
39,36,34.8,2,11,6,M,Medellín,9920.39
31,9,40.4,2,15,0,M,Barranquilla,7257.43
43,19,43.0,4,24,2,M,Cali,10733.03
45,5,36.7,3,19,8,M,Bogotá,8796.78
40,2,37.1,2,10,3,M,Barranquilla,7320.41
31,10,36.0,4,21,3,M,Cali,8182.28
41,16,48.4,5,19,9,F,Cali,12720.9
19,31,17.2,1,13,5,F,Barranquilla,7871.97
62,3,37.5,4,1,2,M,Medellín,7803.45
43,3,52.4,2,12,2,M,Medellín,5601.72
31,16,44.1,3,13,8,F,Barranquilla,8531.35
68,18,50.1,4,5,4,M,Cali,7509.19
24,4,23.7,5,11,6,M,Bogotá,8629.3
20,31,30.1,2,6,4,F,Cali,7654.08
64,21,44.1,2,3,5,F,Bogotá,9414.79
40,5,52.4,1,6,7,M,Bogotá,5918.81
63,34,30.9,3,12,7,F,Cali,11668.17
60,21,36.9,1,10,1,M,Cali,7197.43
64,0,43.2,2,7,8,F,Cali,7112.97
62,19,28.4,1,18,9,M,Bogotá,9224.49
35,21,44.2,2,1,5,M,Medellín,6161.88
55,10,18.6,1,20,6,M,Bogotá,8353.4
52,12,43.9,4,17,2,M,Bogotá,9027.61
68,2,32.0,2,20,3,F,Bogotá,6581.85
32,8,36.4,2,9,5,F,Barranquilla,4557.03
42,11,45.2,4,5,6,F,Medellín,7657.6
54,22,43.6,3,23,5,M,Bogotá,11453.6
45,13,39.9,2,21,4,F,Bogotá,8761.16
27,32,47.8,1,3,1,M,Barranquilla,5469.83
56,17,26.4,3,18,6,M,Bogotá,8096.92
34,8,41.6,2,13,4,F,Medellín,7897.84
56,22,33.7,4,13,8,F,Bogotá,9003.07
39,9,47.3,2,17,3,M,Medellín,8151.97
43,18,45.5,2,16,9,M,Medellín,9872.73
61,4,45.8,3,17,1,F,Cali,9079.73
42,22,53.2,3,17,6,F,Barranquilla,9344.68
34,29,49.0,4,4,6,F,Barranquilla,9836.44
30,24,38.7,1,8,0,F,Barranquilla,7330.4
37,27,40.0,3,0,4,F,Cali,6415.3
42,33,44.8,1,3,2,M,Cali,7228.45
21,24,41.1,3,6,8,M,Medellín,8349.19
27,9,45.6,4,10,8,M,Barranquilla,7527.98
20,13,22.2,2,13,6,F,Cali,7344.45
58,29,55.0,4,9,8,M,Cali,9839.81
62,24,40.5,3,18,1,F,Cali,9743.23
35,13,27.0,4,7,9,F,Medellín,10199.01
64,34,32.7,4,2,7,F,Bogotá,9787.11
53,33,23.0,1,7,9,M,Cali,8874.09
64,9,31.3,2,17,9,M,Cali,10262.71
39,34,38.9,2,4,9,M,Cali,10066.09
51,10,52.1,2,19,0,M,Barranquilla,7142.38
64,10,43.3,3,10,2,F,Barranquilla,8200.07
25,20,41.9,3,8,7,F,Cali,5851.4
57,20,30.9,5,18,7,M,Medellín,10245.21
66,21,33.4,2,11,9,M,Bogotá,10306.91
61,6,34.0,4,4,7,F,Barranquilla,7486.82
36,16,34.4,4,15,6,M,Bogotá,9035.73
59,1,37.2,4,24,1,M,Cali,7953.54
58,11,37.8,2,12,2,F,Barranquilla,6369.22
54,17,37.3,3,5,8,M,Bogotá,6472.56
23,10,34.6,2,15,1,M,Cali,6103.48
69,15,41.1,2,17,6,M,Barranquilla,9653.99
43,17,37.5,2,16,0,F,Cali,7614.98
51,34,27.2,4,11,2,M,Barranquilla,8957.39
62,25,40.3,3,0,0,M,Bogotá,6011.31
23,15,39.1,3,6,5,F,Bogotá,6782.4
54,5,27.4,5,13,3,F,Barranquilla,7257.83
